type,form,norm,lexeme,eBL,I_IV,A_D,Female(f),Alt_lex
PN,ma-nu-um-ki-a-šùr,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-num-ki-a-šùr,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-num-ki-a-šur,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ku-a-šur,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ki-a-šùr,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ki-a-šur,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,(m)ma-nu-ki-a-šur,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ki-a-šùr-ma,Mannum-kī-Aššur-ma,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ki-a-šur-ma,Mannum-kī-Aššur-ma,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-num-ki-a-šur-ma,Mannum-kī-Aššur-ma,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-num-ki-a-šùr-ma,Mannum-kī-Aššur-ma,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-um-ki-(d)a-šur,Mannum-kī-Aššur,Mannum-kī-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Aššur,,,,
PN,ma-nu-ki-e-né-a,Mannum-kī-enia,Mannum-kī-enia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-enia,,,,
PN,ma-nu-ki-li-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-ì-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-e-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-DINGIR-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-DINGIR,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-i-ì-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-li-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-e-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-e-ni-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-i-e-ni-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-né-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-ki-i-né-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-e-ni-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-e-ni-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-ì-lí,Mannum-kī-ilī,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-li-a-ma,Mannum-kī-iliāma,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-i-e-ni-a-ma,Mannum-kī-iliāma,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-e-ni-a-ma,Mannum-kī-iliāma,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-e-lí-a-ma,Mannum-kī-iliāma,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-ì-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-nu-um-ki-lí-a,Mannum-kī-iliā,Mannum-kī-ilia,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-ilia,,,,
PN,ma-num-ki-IŠTAR,Mannum-kī-Ištar,Mannum-kī-Ištar,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Ištar,,,,
PN,ma-nu-um-ki-IŠTAR,Mannum-kī-Ištar,Mannum-kī-Ištar,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Ištar,,,,
PN,(m)ma-nu-ki-IŠTAR,Mannum-kī-Ištar,Mannum-kī-Ištar,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Ištar,,,,
PN,ma-nu-ki-IŠTAR,Mannum-kī-Ištar,Mannum-kī-Ištar,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Ištar,,,,
PN,ma-num-ki-ša-ra-ma-té-en₆,Mannum-kī-šara-matēn,Mannum-kī-Šarra-matēn,https://www.ebl.lmu.de/dictionary?word=Mannum-kī-Šarra-matēn,,,,
PN,ma-nu-ki-a,Manukīya,Mannum-kia,https://www.ebl.lmu.de/dictionary?word=Mannum-kia,,,,
PN,ma-nu-ki-a-ma,Mannum-kī-āma,Mannum-kia,https://www.ebl.lmu.de/dictionary?word=Mannum-kia,,,,
PN,ma-nu-um-ku-e-ni-a,Mannum-kuenia,Mannum-kuenia,https://www.ebl.lmu.de/dictionary?word=Mannum-kuenia,,,,
PN,ma-num-ku-e-ni-a,Mannum-kuenia,Mannum-kuenia,https://www.ebl.lmu.de/dictionary?word=Mannum-kuenia,,,,
PN,ma-nu-um-mu,Mannum-mu...,Mannum-mu...,https://www.ebl.lmu.de/dictionary?word=Mannum-mu...,,,,
PN,ma-nu-ša-a-šur,Mannum-ša-Aššur,Mannum-ša-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-ša-Aššur,,,,
PN,ma-num-ša-a-šur,Mannum-ša-Aššur,Mannum-ša-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-ša-Aššur,,,,
PN,ma-num-ša-a-šùr,Mannum-ša-Aššur,Mannum-ša-Aššur,https://www.ebl.lmu.de/dictionary?word=Mannum-ša-Aššur,,,,
PN,ma-num-ša-ni-ša,Mannum-šāniša,Mannum-šāniša,https://www.ebl.lmu.de/dictionary?word=Mannum-šāniša,,,,
PN,ma-nu-ša-ni-ša,Mannum-šāniša,Mannum-šāniša,https://www.ebl.lmu.de/dictionary?word=Mannum-šāniša,,,,
PN,ma-nu-um-ša-ni-ša,Mannum-šāniša,Mannum-šāniša,https://www.ebl.lmu.de/dictionary?word=Mannum-šāniša,,,,
PN,ma-nu-um-šu-um-šu,Mannum-šumšu,Mannum-šumšu,https://www.ebl.lmu.de/dictionary?word=Mannum-šumšu,,,,
PN,ma-num-šu-um-šu,Mannum-šumšu,Mannum-šumšu,https://www.ebl.lmu.de/dictionary?word=Mannum-šumšu,,,,
PN,ma-nu-šu-um-šu,Mannum-šumšu,Mannum-šumšu,https://www.ebl.lmu.de/dictionary?word=Mannum-šumšu,,,,
PN,ma-num-šu-um,Mannum-šumšu,Mannum-šumšu,https://www.ebl.lmu.de/dictionary?word=Mannum-šumšu,,,,
PN,ma-nu-um-me,Mannume,Mannume,https://www.ebl.lmu.de/dictionary?word=Mannume,,,,
PN,ma-nu-um-na,Mannumna,Mannumna,https://www.ebl.lmu.de/dictionary?word=Mannumna,,,,
PN,ma-nu-ni-a-na-am,Mannumnianam,Mannumnianu,https://www.ebl.lmu.de/dictionary?word=Mannumnianu,,,,
PN,ma-nu-ni-a-ni-im,Mannumnianim,Mannumnianu,https://www.ebl.lmu.de/dictionary?word=Mannumnianu,,,,
PN,ma-nu-a-pá-na-nu-um,Manuapananum,Manuapananu,https://www.ebl.lmu.de/dictionary?word=Manuapananu,,,,
PN,ma-nu-a-pá-na-ni-im,Manuapananim,Manuapananu,https://www.ebl.lmu.de/dictionary?word=Manuapananu,,,,
PN,ma-nu-ba,Manuba,Manuba,https://www.ebl.lmu.de/dictionary?word=Manuba,,,,
PN,ma-nu-um-ba,Manumba,Manuba,https://www.ebl.lmu.de/dictionary?word=Manuba,,,,
PN,ma-nu-ga-a,Mannuka,Manukā,https://www.ebl.lmu.de/dictionary?word=Manukā,,,,
PN,ma-nu-kà-a,Manukāya,Manukā,https://www.ebl.lmu.de/dictionary?word=Manukā,,,,
PN,ma-nu-kà-i,Manukai,Manukai,https://www.ebl.lmu.de/dictionary?word=Manukai,,,,
PN,ma-nu-ša-a,Manuša,Manuša,https://www.ebl.lmu.de/dictionary?word=Manuša,,,,
PN,ma-nu-ta-aḫ-šu,Manutaḫšu,Manutaḫšu,https://www.ebl.lmu.de/dictionary?word=Manutaḫšu,,,,
PN,ma-an-za,Manza,Manza,https://www.ebl.lmu.de/dictionary?word=Manza,,,,
word,ma-za-zi-im,mazzāzim,manzāzu,https://www.ebl.lmu.de/dictionary?word=manzāzu,,,,
word,ma-an-za-az,manzāz,manzāzu,https://www.ebl.lmu.de/dictionary?word=manzāzu,,,,
word,ma-za-az,mazzāz,manzāzu,https://www.ebl.lmu.de/dictionary?word=manzāzu,,,,
word,am-qú-ut-ma,amqutma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,am-ta-qú-ut-ma,amtaqutma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qá-at,imaqqat,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-ut,imaqqut,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-ut-ma,imaqqutma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tám,imaqqutam,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tám-ma,imaqqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-ta-ni,imaqqutanni,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù,imaqqutu,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tú,imaqqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù,imaqqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tú-ú,imaqqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tú-ma,imaqqutūma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ni,imaqqutūni,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ni-ma,imaqqutūnima,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tú-ni-ni,imaqqutūninni,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ni-ni,imaqqutūninni,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qu-ut,imqut,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-ta-ma,imqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-tám-ma,imqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qu-ú-tu,imqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-tù-nim,imqutūnim,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-ta-aq-tú-nim-ma,imtaqtūnimma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-ta-aq-tù-nim-ma,imtaqtūnimma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,li-im-qú-ut-ma,limqutma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,li-im-qú-tám,limqutam,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,lim-qu-ta,limqutā,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,li-im-qú-tù-ni-kum,limqutūnikkum,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qá-at,maqāt,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qá-tim,maqātim,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qí-it,maqit,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qí-it-ma,maqitma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qí-ta-ma,maqitamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ni-ma-qú-ut,nimaqqut,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ša-am-qí-tám-ma,šamqitamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-im-qú-tù,imqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ú,imaqqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,ma-qà-tim,maqātim,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-nim-ma,imaqqutūnima,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ú,imaqqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-tù,imqutū,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tù-ú,imaqqutu,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-ku-ta-ni,imaqqutanni,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-tá-ma,imqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,im-qú-ut,imqut,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,li-im-qú-tá-am,limqutam,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-ta-ma,imaqqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,i-ma-qú-tá-ma,imaqqutamma,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
word,a-ma-qú-ut,amaqqut,maqātu,https://www.ebl.lmu.de/dictionary?word=maqātu,,,,
PN,ma-ar-lá-ba-an,Mār-Laban,Mār-Laban,https://www.ebl.lmu.de/dictionary?word=Mār-Laban,,,,
word,ma-ar-ú-um,mar'um,mar'u,https://www.ebl.lmu.de/dictionary?word=mar'u,,,,
word,ma-ar-am,mar'am,mar'u,https://www.ebl.lmu.de/dictionary?word=mar'u,,,,
word,ma-ar-a-am,mar'am,mar'u,https://www.ebl.lmu.de/dictionary?word=mar'u,,,,
word,ma-ar-e-em,mar'em,mar'u,https://www.ebl.lmu.de/dictionary?word=mar'u,,,,
PN,ma-ra,Mara,Mara,https://www.ebl.lmu.de/dictionary?word=Mara,,,,
word,i-ma-ri-ú,imarriu,marā'u,https://www.ebl.lmu.de/dictionary?word=marā'u,,,,
word,am-ra-aṣ,amraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,am-tá-ra-aṣ-ma,amtaraṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,am-ta-ra-aṣ-ma,amtarraṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,i-ma-ra-aṣ,imarraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,i-ma-ra-ṣa-kum,imarraṣakkum,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,i-ma-ra-ṣa-ku-um,imarraṣakkum,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,i-ma-ra-ṣa-am,imarraṣam,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ra-aṣ,imraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ra-aṣ-ma,imraṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ra-ṣa-ma,imraṣamma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ta-ra-aṣ,imtaraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-tár-ṣa-ku-nu-ti,imtarṣakkunūti,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ta-ar-ṣú,imtarṣu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-ta-ar-ṣú,imtarṣū,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ra-aṣ-ma,maraṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ri-iṣ,mariṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ri-iṣ-ma,mariṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ru-úṣ,marruṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ru-uṣ,marruṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ar-ṣú-ú,marṣū,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,mar-ṣú-ú,marṣū,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ar-ṣú,marṣū,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ar-ṣú-ma,marṣūma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,mu-ru-uṣ,muruṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ša-am-ri-iṣ,šamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ša-am-ri-iṣ-ma,šamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ša-am-ri-ṣa-šu,šamriṣaššu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ša-am-ri-ṣa-šu,šamriṣāšu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,šu-ta-am-ri-iṣ-ma,šutamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,šu-tám-ri-iṣ-ma,šutamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ta-am-ra-aṣ,tamraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ra-aṣ,tušamraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tú-ša-am-ra-ṣa-ni,tušamraṣāni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ra-ṣa-ni,tušamraṣni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tú-ša-am-ra-aṣ-ni-a-tí,tušamraṣniāti,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ri-iṣ,tušamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ru-ṣú,tušamruṣu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ru-ṣú,tušamruṣū,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-uš₁₀-ta-ma-ra-ṣa-ni,tuštamarraṣāni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-uš-ta-ma-ru-ṣú,tuštamarruṣu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-uš-ta-am-ri-ṣa-ni,tuštamriṣāni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ra-sú,ušamrassu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ra-sú,ušamrassu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ra-sú,ušamrassu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ra-sú,ušamrassu,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ra-aṣ,ušamraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ra-aṣ,ušamraṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-iṣ,ušamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-iṣ,ušamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,u-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ru-ṣú-ni,ušamruṣūni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,uš-ta-am-ri-iṣ,uštamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,uš-tám-ri-iṣ-ma,uštamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,uš-tám-ri-iṣ-ma,uštamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,nu-ša-am-ri-iṣ,nušamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,šu-ta-am-ri-iṣ,šutamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,šu-ta-am-ri-ṣa-ma,šutamriṣam-ma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ma-ar-ṣa-ku-ni,marṣākuni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-ṣú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ù-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,im-tár-ṣa-ku-nu-tí,imtarṣakkunūti,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ú-ša-am-ri-ṣú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ù-ša-am-ri-sú-ma,ušamrissuma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ù-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,šu-tám-ri-is,šutamriṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-uš-ta-ma-ra-ṣa-ni,tuštamarraṣāni,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,tù-ša-am-ra-aṣ-ni-a-tí,tušamraṣniāti,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,mu-ru-úṣ,muruṣ,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
word,ù-ša-am-ri-iṣ-ma,ušamriṣma,marāṣu,https://www.ebl.lmu.de/dictionary?word=marāṣu,,,,
PN,ma-ar-da-ma-an,Mardaman,Mardaman,https://www.ebl.lmu.de/dictionary?word=Mardaman,,,,
PN,ma-ar-da-mu-ma,Mardamumma,Mardamu,https://www.ebl.lmu.de/dictionary?word=Mardamu,,,,
word,ma-ar-da-a-tám,mardatam,mardātu,https://www.ebl.lmu.de/dictionary?word=mardātu,,,,
GN,ma-ri,Mari,Mari,https://www.ebl.lmu.de/dictionary?word=Mari,,,,
PN,ma-ri-iḫ-šu,Mariḫšu,Mariḫšu,https://www.ebl.lmu.de/dictionary?word=Mariḫšu,,,,
PN,ma-ri-lá,Marila,Marila,https://www.ebl.lmu.de/dictionary?word=Marila,,,,
PN,ma-ri-la,Marila,Marila,https://www.ebl.lmu.de/dictionary?word=Marila,,,,
word,ma-ri-iš-tám,marištam,marišu,https://www.ebl.lmu.de/dictionary?word=marišu,,,,
word,ma-ri-íš-tám,marištam,marišu,https://www.ebl.lmu.de/dictionary?word=marišu,,,,
word,ma-ri-ìš-tám,marištam,marišu,https://www.ebl.lmu.de/dictionary?word=marišu,,,,
PN,ma-ri-it-ḫi-im,Maritḫim,Maritḫu,https://www.ebl.lmu.de/dictionary?word=Maritḫu,,,,
PN,ma-ri-it-ḫu-um,Maritḫum,Maritḫu,https://www.ebl.lmu.de/dictionary?word=Maritḫu,,,,
